tcp.srcport,tcp.dstport,tcp.seq,tcp.ack,tcp.flags,tcp.len,tcp.window_size
54323,443,95383,1834340,0x0010,0,257
443,54323,1834340,95383,0x0010,1460,33
443,54323,1835800,95383,0x0018,57,33
54323,443,95383,1835857,0x0010,0,257
443,54323,1835857,95383,0x0010,1460,33
443,54323,1837317,95383,0x0010,1460,33
443,54323,1838777,95383,0x0018,57,33
54323,443,95383,1838834,0x0010,0,257
443,54323,1838834,95383,0x0010,1460,33
54323,443,95383,1840294,0x0010,0,257
443,54323,1840294,95383,0x0010,1460,33
443,54323,1841754,95383,0x0018,57,33
54323,443,95383,1841811,0x0010,0,257
443,54323,1841811,95383,0x0010,1460,33
443,54323,1843271,95383,0x0010,1460,33
443,54323,1844731,95383,0x0018,57,33
54323,443,95383,1844788,0x0010,0,257
443,54323,1844788,95383,0x0010,1460,33
54323,443,95383,1846248,0x0010,0,257
443,54323,1846248,95383,0x0010,1460,33
443,54323,1847708,95383,0x0018,57,33
54323,443,95383,1847765,0x0010,0,257
443,54323,1847765,95383,0x0010,1460,33
443,54323,1849225,95383,0x0010,1460,33
54323,443,95383,1850685,0x0010,0,257
443,54323,1850685,95383,0x0018,57,33
443,54323,1850742,95383,0x0010,1460,33
443,54323,1852202,95383,0x0010,1460,33
443,54323,1853662,95383,0x0018,57,33
54323,443,95383,1853719,0x0010,0,257
443,54323,1853719,95383,0x0010,1460,33
443,54323,1855179,95383,0x0010,1460,33
443,54323,1856639,95383,0x0018,57,33
54323,443,95383,1856696,0x0010,0,257
443,54323,1856696,95383,0x0010,1460,33
54323,443,95383,1858156,0x0010,0,257
443,54323,1858156,95383,0x0010,1460,33
443,54323,1859616,95383,0x0018,57,33
54323,443,95383,1859673,0x0010,0,257
443,54323,1859673,95383,0x0010,1460,33
443,54323,1861133,95383,0x0010,1460,33
443,54323,1862593,95383,0x0018,57,33
54323,443,95383,1862650,0x0010,0,257
443,54200,1049,361,0x0018,27,501
443,54323,1862650,95383,0x0010,1460,33
443,54323,1864110,95383,0x0010,1460,33
443,54323,1865570,95383,0x0018,57,33
54323,443,95383,1865627,0x0010,0,257
443,54323,1865627,95383,0x0010,1460,33
443,54323,1867087,95383,0x0010,1460,33
443,54323,1868547,95383,0x0018,46,33
